CurrencyRateID,CurrencyRateDate,FromCurrencyCode,ToCurrencyCode,AverageRate,EndOfDayRate,ModifiedDate
1856,2011-10-20 00:00:00.0000000,"USD","JPY",104.9750,104.9809,2011-10-20 00:00:00.0000000
1857,2011-10-20 00:00:00.0000000,"USD","MXN",9.3396,9.3480,2011-10-20 00:00:00.0000000
1858,2011-10-20 00:00:00.0000000,"USD","SAR",3.7507,3.7595,2011-10-20 00:00:00.0000000
1859,2011-10-20 00:00:00.0000000,"USD","VEB",670.7500,670.7799,2011-10-20 00:00:00.0000000
1860,2011-10-21 00:00:00.0000000,"USD","ARS",0.9998,0.9998,2011-10-21 00:00:00.0000000
1861,2011-10-21 00:00:00.0000000,"USD","AUD",1.6510,1.6501,2011-10-21 00:00:00.0000000
1862,2011-10-21 00:00:00.0000000,"USD","BRL",1.7508,1.7470,2011-10-21 00:00:00.0000000
1863,2011-10-21 00:00:00.0000000,"USD","CAD",1.4504,1.4475,2011-10-21 00:00:00.0000000
1864,2011-10-21 00:00:00.0000000,"USD","CNY",8.2803,8.2794,2011-10-21 00:00:00.0000000
1865,2011-10-21 00:00:00.0000000,"USD","DEM",2.0299,2.0291,2011-10-21 00:00:00.0000000
1866,2011-10-21 00:00:00.0000000,"USD","EUR",1.0379,1.0373,2011-10-21 00:00:00.0000000
1867,2011-10-21 00:00:00.0000000,"USD","FRF",6.8080,6.8071,2011-10-21 00:00:00.0000000
1868,2011-10-21 00:00:00.0000000,"USD","GBP",0.6316,0.6312,2011-10-21 00:00:00.0000000
1869,2011-10-21 00:00:00.0000000,"USD","JPY",104.9450,104.9280,2011-10-21 00:00:00.0000000
1870,2011-10-21 00:00:00.0000000,"USD","MXN",9.3847,9.3750,2011-10-21 00:00:00.0000000
1871,2011-10-21 00:00:00.0000000,"USD","SAR",3.7505,3.7502,2011-10-21 00:00:00.0000000
1872,2011-10-21 00:00:00.0000000,"USD","VEB",671.5000,671.4900,2011-10-21 00:00:00.0000000
1873,2011-10-22 00:00:00.0000000,"USD","ARS",0.9998,1.0004,2011-10-22 00:00:00.0000000
1874,2011-10-22 00:00:00.0000000,"USD","AUD",1.6591,1.6599,2011-10-22 00:00:00.0000000
1875,2011-10-22 00:00:00.0000000,"USD","BRL",1.7470,1.7520,2011-10-22 00:00:00.0000000
1876,2011-10-22 00:00:00.0000000,"USD","CAD",1.4531,1.4615,2011-10-22 00:00:00.0000000
1877,2011-10-22 00:00:00.0000000,"USD","CNY",8.2803,8.2809,2011-10-22 00:00:00.0000000
1878,2011-10-22 00:00:00.0000000,"USD","DEM",2.0411,2.0421,2011-10-22 00:00:00.0000000
1879,2011-10-22 00:00:00.0000000,"USD","EUR",1.0436,1.0438,2011-10-22 00:00:00.0000000
1880,2011-10-22 00:00:00.0000000,"USD","FRF",6.8455,6.8460,2011-10-22 00:00:00.0000000
1881,2011-10-22 00:00:00.0000000,"USD","GBP",0.6329,0.6334,2011-10-22 00:00:00.0000000
1882,2011-10-22 00:00:00.0000000,"USD","JPY",104.7690,104.7800,2011-10-22 00:00:00.0000000
1883,2011-10-22 00:00:00.0000000,"USD","MXN",9.3701,9.3710,2011-10-22 00:00:00.0000000
1884,2011-10-22 00:00:00.0000000,"USD","SAR",3.7507,3.7522,2011-10-22 00:00:00.0000000
1885,2011-10-22 00:00:00.0000000,"USD","VEB",671.2500,671.2799,2011-10-22 00:00:00.0000000
1886,2011-10-23 00:00:00.0000000,"USD","ARS",0.9995,0.9993,2011-10-23 00:00:00.0000000
1887,2011-10-23 00:00:00.0000000,"USD","AUD",1.6736,1.6735,2011-10-23 00:00:00.0000000
1888,2011-10-23 00:00:00.0000000,"USD","BRL",1.7400,1.7380,2011-10-23 00:00:00.0000000
1889,2011-10-23 00:00:00.0000000,"USD","CAD",1.4576,1.4521,2011-10-23 00:00:00.0000000
1890,2011-10-23 00:00:00.0000000,"USD","CNY",8.2803,8.2796,2011-10-23 00:00:00.0000000
1891,2011-10-23 00:00:00.0000000,"USD","DEM",2.0495,2.0491,2011-10-23 00:00:00.0000000
1892,2011-10-23 00:00:00.0000000,"USD","EUR",1.0479,1.0471,2011-10-23 00:00:00.0000000
1893,2011-10-23 00:00:00.0000000,"USD","FRF",6.8737,6.8731,2011-10-23 00:00:00.0000000
1894,2011-10-23 00:00:00.0000000,"USD","GBP",0.6333,0.6329,2011-10-23 00:00:00.0000000
1895,2011-10-23 00:00:00.0000000,"USD","JPY",105.5230,105.4550,2011-10-23 00:00:00.0000000
1896,2011-10-23 00:00:00.0000000,"USD","MXN",9.2900,9.2870,2011-10-23 00:00:00.0000000
1897,2011-10-23 00:00:00.0000000,"USD","SAR",3.7507,3.7425,2011-10-23 00:00:00.0000000
1898,2011-10-23 00:00:00.0000000,"USD","VEB",671.3500,671.2500,2011-10-23 00:00:00.0000000
1899,2011-10-24 00:00:00.0000000,"USD","ARS",0.9995,1.0004,2011-10-24 00:00:00.0000000
1900,2011-10-24 00:00:00.0000000,"USD","AUD",1.6682,1.6686,2011-10-24 00:00:00.0000000
1901,2011-10-24 00:00:00.0000000,"USD","BRL",1.7430,1.7490,2011-10-24 00:00:00.0000000
1902,2011-10-24 00:00:00.0000000,"USD","CAD",1.4567,1.4617,2011-10-24 00:00:00.0000000
1903,2011-10-24 00:00:00.0000000,"USD","CNY",8.2803,8.2810,2011-10-24 00:00:00.0000000
1904,2011-10-24 00:00:00.0000000,"USD","DEM",2.0495,2.0499,2011-10-24 00:00:00.0000000
1905,2011-10-24 00:00:00.0000000,"USD","EUR",1.0479,1.0487,2011-10-24 00:00:00.0000000
1906,2011-10-24 00:00:00.0000000,"USD","FRF",6.8737,6.8739,2011-10-24 00:00:00.0000000
1907,2011-10-24 00:00:00.0000000,"USD","GBP",0.6333,0.6342,2011-10-24 00:00:00.0000000
1908,2011-10-24 00:00:00.0000000,"USD","JPY",105.3700,105.4440,2011-10-24 00:00:00.0000000
1909,2011-10-24 00:00:00.0000000,"USD","MXN",9.2900,9.2970,2011-10-24 00:00:00.0000000
1910,2011-10-24 00:00:00.0000000,"USD","SAR",3.7507,3.7555,2011-10-24 00:00:00.0000000
1911,2011-10-24 00:00:00.0000000,"USD","VEB",671.3000,671.3200,2011-10-24 00:00:00.0000000
1912,2011-10-25 00:00:00.0000000,"USD","ARS",0.9995,0.9995,2011-10-25 00:00:00.0000000
1913,2011-10-25 00:00:00.0000000,"USD","AUD",1.6682,1.6677,2011-10-25 00:00:00.0000000
1914,2011-10-25 00:00:00.0000000,"USD","BRL",1.7430,1.7350,2011-10-25 00:00:00.0000000
1915,2011-10-25 00:00:00.0000000,"USD","CAD",1.4580,1.4488,2011-10-25 00:00:00.0000000
1916,2011-10-25 00:00:00.0000000,"USD","CNY",8.2803,8.2800,2011-10-25 00:00:00.0000000
1917,2011-10-25 00:00:00.0000000,"USD","DEM",2.0476,2.0470,2011-10-25 00:00:00.0000000
1918,2011-10-25 00:00:00.0000000,"USD","EUR",1.0469,1.0465,2011-10-25 00:00:00.0000000
1919,2011-10-25 00:00:00.0000000,"USD","FRF",6.8677,6.8667,2011-10-25 00:00:00.0000000
1920,2011-10-25 00:00:00.0000000,"USD","GBP",0.6333,0.6331,2011-10-25 00:00:00.0000000
1921,2011-10-25 00:00:00.0000000,"USD","JPY",105.4590,105.3800,2011-10-25 00:00:00.0000000
1922,2011-10-25 00:00:00.0000000,"USD","MXN",9.2900,9.2840,2011-10-25 00:00:00.0000000
1923,2011-10-25 00:00:00.0000000,"USD","SAR",3.7507,3.7477,2011-10-25 00:00:00.0000000
1924,2011-10-25 00:00:00.0000000,"USD","VEB",671.3000,671.2100,2011-10-25 00:00:00.0000000
1925,2011-10-26 00:00:00.0000000,"USD","ARS",0.9998,1.0005,2011-10-26 00:00:00.0000000
1926,2011-10-26 00:00:00.0000000,"USD","AUD",1.6731,1.6736,2011-10-26 00:00:00.0000000
1927,2011-10-26 00:00:00.0000000,"USD","BRL",1.7430,1.7460,2011-10-26 00:00:00.0000000
1928,2011-10-26 00:00:00.0000000,"USD","CAD",1.4628,1.4717,2011-10-26 00:00:00.0000000
1929,2011-10-26 00:00:00.0000000,"USD","CNY",8.2805,8.2814,2011-10-26 00:00:00.0000000
1930,2011-10-26 00:00:00.0000000,"USD","DEM",2.0329,2.0337,2011-10-26 00:00:00.0000000
1931,2011-10-26 00:00:00.0000000,"USD","EUR",1.0394,1.0401,2011-10-26 00:00:00.0000000
1932,2011-10-26 00:00:00.0000000,"USD","FRF",6.8179,6.8186,2011-10-26 00:00:00.0000000
1933,2011-10-26 00:00:00.0000000,"USD","GBP",0.6311,0.6316,2011-10-26 00:00:00.0000000
1934,2011-10-26 00:00:00.0000000,"USD","JPY",106.4700,106.4880,2011-10-26 00:00:00.0000000
1935,2011-10-26 00:00:00.0000000,"USD","MXN",9.3393,9.3439,2011-10-26 00:00:00.0000000
1936,2011-10-26 00:00:00.0000000,"USD","SAR",3.7507,3.7534,2011-10-26 00:00:00.0000000
1937,2011-10-26 00:00:00.0000000,"USD","VEB",671.7500,671.7999,2011-10-26 00:00:00.0000000
1938,2011-10-27 00:00:00.0000000,"USD","ARS",0.9998,0.9993,2011-10-27 00:00:00.0000000
1939,2011-10-27 00:00:00.0000000,"USD","AUD",1.6776,1.6773,2011-10-27 00:00:00.0000000
1940,2011-10-27 00:00:00.0000000,"USD","BRL",1.7440,1.7440,2011-10-27 00:00:00.0000000
1941,2011-10-27 00:00:00.0000000,"USD","CAD",1.4642,1.4564,2011-10-27 00:00:00.0000000
1942,2011-10-27 00:00:00.0000000,"USD","CNY",8.2798,8.2795,2011-10-27 00:00:00.0000000
1943,2011-10-27 00:00:00.0000000,"USD","DEM",2.0396,2.0390,2011-10-27 00:00:00.0000000
1944,2011-10-27 00:00:00.0000000,"USD","EUR",1.0428,1.0421,2011-10-27 00:00:00.0000000
1945,2011-10-27 00:00:00.0000000,"USD","FRF",6.8407,6.8404,2011-10-27 00:00:00.0000000
1946,2011-10-27 00:00:00.0000000,"USD","GBP",0.6307,0.6303,2011-10-27 00:00:00.0000000
1947,2011-10-27 00:00:00.0000000,"USD","JPY",107.0320,107.0230,2011-10-27 00:00:00.0000000
1948,2011-10-27 00:00:00.0000000,"USD","MXN",9.3877,9.3870,2011-10-27 00:00:00.0000000
1949,2011-10-27 00:00:00.0000000,"USD","SAR",3.7507,3.7484,2011-10-27 00:00:00.0000000
1950,2011-10-27 00:00:00.0000000,"USD","VEB",671.7500,671.7100,2011-10-27 00:00:00.0000000
1951,2011-10-28 00:00:00.0000000,"USD","ARS",0.9998,1.0002,2011-10-28 00:00:00.0000000
1952,2011-10-28 00:00:00.0000000,"USD","AUD",1.6767,1.6773,2011-10-28 00:00:00.0000000
1953,2011-10-28 00:00:00.0000000,"USD","BRL",1.7562,1.7620,2011-10-28 00:00:00.0000000
1954,2011-10-28 00:00:00.0000000,"USD","CAD",1.4638,1.4721,2011-10-28 00:00:00.0000000
1955,2011-10-28 00:00:00.0000000,"USD","CNY",8.2804,8.2806,2011-10-28 00:00:00.0000000
1956,2011-10-28 00:00:00.0000000,"USD","DEM",2.0415,2.0419,2011-10-28 00:00:00.0000000
1957,2011-10-28 00:00:00.0000000,"USD","EUR",1.0439,1.0444,2011-10-28 00:00:00.0000000
1958,2011-10-28 00:00:00.0000000,"USD","FRF",6.8472,6.8482,2011-10-28 00:00:00.0000000
1959,2011-10-28 00:00:00.0000000,"USD","GBP",0.6297,0.6300,2011-10-28 00:00:00.0000000
1960,2011-10-28 00:00:00.0000000,"USD","JPY",105.8240,105.8580,2011-10-28 00:00:00.0000000
1961,2011-10-28 00:00:00.0000000,"USD","MXN",9.4194,9.4250,2011-10-28 00:00:00.0000000
1962,2011-10-28 00:00:00.0000000,"USD","SAR",3.7505,3.7561,2011-10-28 00:00:00.0000000
1963,2011-10-28 00:00:00.0000000,"USD","VEB",672.7400,672.8400,2011-10-28 00:00:00.0000000
1964,2011-10-29 00:00:00.0000000,"USD","ARS",0.9998,0.9995,2011-10-29 00:00:00.0000000
1965,2011-10-29 00:00:00.0000000,"USD","AUD",1.6763,1.6762,2011-10-29 00:00:00.0000000
1966,2011-10-29 00:00:00.0000000,"USD","BRL",1.7629,1.7549,2011-10-29 00:00:00.0000000
1967,2011-10-29 00:00:00.0000000,"USD","CAD",1.4725,1.4710,2011-10-29 00:00:00.0000000
1968,2011-10-29 00:00:00.0000000,"USD","CNY",8.2802,8.2797,2011-10-29 00:00:00.0000000
1969,2011-10-29 00:00:00.0000000,"USD","DEM",2.0493,2.0484,2011-10-29 00:00:00.0000000
1970,2011-10-29 00:00:00.0000000,"USD","EUR",1.0478,1.0469,2011-10-29 00:00:00.0000000
1971,2011-10-29 00:00:00.0000000,"USD","FRF",6.8731,6.8723,2011-10-29 00:00:00.0000000
1972,2011-10-29 00:00:00.0000000,"USD","GBP",0.6297,0.6291,2011-10-29 00:00:00.0000000
1973,2011-10-29 00:00:00.0000000,"USD","JPY",105.8379,105.7670,2011-10-29 00:00:00.0000000
1974,2011-10-29 00:00:00.0000000,"USD","MXN",9.4342,9.4329,2011-10-29 00:00:00.0000000
1975,2011-10-29 00:00:00.0000000,"USD","SAR",3.7507,3.7422,2011-10-29 00:00:00.0000000
1976,2011-10-29 00:00:00.0000000,"USD","VEB",673.0280,673.0099,2011-10-29 00:00:00.0000000
1977,2011-10-30 00:00:00.0000000,"USD","ARS",0.9995,0.9996,2011-10-30 00:00:00.0000000
1978,2011-10-30 00:00:00.0000000,"USD","AUD",1.6739,1.6749,2011-10-30 00:00:00.0000000
1979,2011-10-30 00:00:00.0000000,"USD","BRL",1.7864,1.7880,2011-10-30 00:00:00.0000000
1980,2011-10-30 00:00:00.0000000,"USD","CAD",1.4767,1.4857,2011-10-30 00:00:00.0000000
1981,2011-10-30 00:00:00.0000000,"USD","CNY",8.2802,8.2803,2011-10-30 00:00:00.0000000
1982,2011-10-30 00:00:00.0000000,"USD","DEM",2.0363,2.0364,2011-10-30 00:00:00.0000000
1983,2011-10-30 00:00:00.0000000,"USD","EUR",1.0411,1.0418,2011-10-30 00:00:00.0000000
1984,2011-10-30 00:00:00.0000000,"USD","FRF",6.8295,6.8300,2011-10-30 00:00:00.0000000
1985,2011-10-30 00:00:00.0000000,"USD","GBP",0.6298,0.6300,2011-10-30 00:00:00.0000000
1986,2011-10-30 00:00:00.0000000,"USD","JPY",104.8540,104.8559,2011-10-30 00:00:00.0000000
1987,2011-10-30 00:00:00.0000000,"USD","MXN",9.5180,9.5210,2011-10-30 00:00:00.0000000
1988,2011-10-30 00:00:00.0000000,"USD","SAR",3.7507,3.7566,2011-10-30 00:00:00.0000000
1989,2011-10-30 00:00:00.0000000,"USD","VEB",672.7500,672.7699,2011-10-30 00:00:00.0000000
1990,2011-10-31 00:00:00.0000000,"USD","ARS",0.9995,0.9990,2011-10-31 00:00:00.0000000
1991,2011-10-31 00:00:00.0000000,"USD","AUD",1.6763,1.6755,2011-10-31 00:00:00.0000000
1992,2011-10-31 00:00:00.0000000,"USD","BRL",1.7880,1.7840,2011-10-31 00:00:00.0000000
1993,2011-10-31 00:00:00.0000000,"USD","CAD",1.4744,1.4690,2011-10-31 00:00:00.0000000
1994,2011-10-31 00:00:00.0000000,"USD","CNY",8.2802,8.2797,2011-10-31 00:00:00.0000000
1995,2011-10-31 00:00:00.0000000,"USD","DEM",2.0352,2.0352,2011-10-31 00:00:00.0000000
1996,2011-10-31 00:00:00.0000000,"USD","EUR",1.0406,1.0403,2011-10-31 00:00:00.0000000
1997,2011-10-31 00:00:00.0000000,"USD","FRF",6.8258,6.8255,2011-10-31 00:00:00.0000000
1998,2011-10-31 00:00:00.0000000,"USD","GBP",0.6298,0.6293,2011-10-31 00:00:00.0000000
1999,2011-10-31 00:00:00.0000000,"USD","JPY",105.0400,105.0300,2011-10-31 00:00:00.0000000
2000,2011-10-31 00:00:00.0000000,"USD","MXN",9.5180,9.5109,2011-10-31 00:00:00.0000000
2001,2011-10-31 00:00:00.0000000,"USD","SAR",3.7507,3.7458,2011-10-31 00:00:00.0000000
2002,2011-10-31 00:00:00.0000000,"USD","VEB",672.7500,672.7400,2011-10-31 00:00:00.0000000
2003,2011-11-01 00:00:00.0000000,"USD","ARS",0.9995,0.9996,2011-11-01 00:00:00.0000000
2004,2011-11-01 00:00:00.0000000,"USD","AUD",1.6721,1.6724,2011-11-01 00:00:00.0000000
2005,2011-11-01 00:00:00.0000000,"USD","BRL",1.7880,1.7889,2011-11-01 00:00:00.0000000
2006,2011-11-01 00:00:00.0000000,"USD","CAD",1.4744,1.4821,2011-11-01 00:00:00.0000000
2007,2011-11-01 00:00:00.0000000,"USD","CNY",8.2802,8.2807,2011-11-01 00:00:00.0000000
2008,2011-11-01 00:00:00.0000000,"USD","DEM",2.0346,2.0352,2011-11-01 00:00:00.0000000
2009,2011-11-01 00:00:00.0000000,"USD","EUR",1.0403,1.0410,2011-11-01 00:00:00.0000000
2010,2011-11-01 00:00:00.0000000,"USD","FRF",6.8236,6.8243,2011-11-01 00:00:00.0000000
2011,2011-11-01 00:00:00.0000000,"USD","GBP",0.6304,0.6310,2011-11-01 00:00:00.0000000
2012,2011-11-01 00:00:00.0000000,"USD","JPY",104.5700,104.5750,2011-11-01 00:00:00.0000000
2013,2011-11-01 00:00:00.0000000,"USD","MXN",9.5180,9.5250,2011-11-01 00:00:00.0000000
2014,2011-11-01 00:00:00.0000000,"USD","SAR",3.7507,3.7581,2011-11-01 00:00:00.0000000
2015,2011-11-01 00:00:00.0000000,"USD","VEB",672.7500,672.8300,2011-11-01 00:00:00.0000000
2016,2011-11-02 00:00:00.0000000,"USD","ARS",0.9999,0.9995,2011-11-02 00:00:00.0000000
2017,2011-11-02 00:00:00.0000000,"USD","AUD",1.6935,1.6924,2011-11-02 00:00:00.0000000
2018,2011-11-02 00:00:00.0000000,"USD","BRL",1.7880,1.7840,2011-11-02 00:00:00.0000000
2019,2011-11-02 00:00:00.0000000,"USD","CAD",1.4863,1.4813,2011-11-02 00:00:00.0000000
2020,2011-11-02 00:00:00.0000000,"USD","CNY",8.2802,8.2800,2011-11-02 00:00:00.0000000
2021,2011-11-02 00:00:00.0000000,"USD","DEM",2.0537,2.0533,2011-11-02 00:00:00.0000000
2022,2011-11-02 00:00:00.0000000,"USD","EUR",1.0501,1.0496,2011-11-02 00:00:00.0000000
2023,2011-11-02 00:00:00.0000000,"USD","FRF",6.8880,6.8879,2011-11-02 00:00:00.0000000
2024,2011-11-02 00:00:00.0000000,"USD","GBP",0.6327,0.6324,2011-11-02 00:00:00.0000000
2025,2011-11-02 00:00:00.0000000,"USD","JPY",104.4960,104.4040,2011-11-02 00:00:00.0000000
2026,2011-11-02 00:00:00.0000000,"USD","MXN",9.4335,9.4299,2011-11-02 00:00:00.0000000
2027,2011-11-02 00:00:00.0000000,"USD","SAR",3.7507,3.7500,2011-11-02 00:00:00.0000000
2028,2011-11-02 00:00:00.0000000,"USD","VEB",672.5000,672.4299,2011-11-02 00:00:00.0000000
2029,2011-11-03 00:00:00.0000000,"USD","ARS",0.9999,1.0001,2011-11-03 00:00:00.0000000
2030,2011-11-03 00:00:00.0000000,"USD","AUD",1.6811,1.6813,2011-11-03 00:00:00.0000000
2031,2011-11-03 00:00:00.0000000,"USD","BRL",1.7625,1.7689,2011-11-03 00:00:00.0000000
2032,2011-11-03 00:00:00.0000000,"USD","CAD",1.4816,1.4818,2011-11-03 00:00:00.0000000
2033,2011-11-03 00:00:00.0000000,"USD","CNY",8.2797,8.2806,2011-11-03 00:00:00.0000000
2034,2011-11-03 00:00:00.0000000,"USD","DEM",2.0659,2.0667,2011-11-03 00:00:00.0000000
2035,2011-11-03 00:00:00.0000000,"USD","EUR",1.0563,1.0571,2011-11-03 00:00:00.0000000
2036,2011-11-03 00:00:00.0000000,"USD","FRF",6.9287,6.9290,2011-11-03 00:00:00.0000000
2037,2011-11-03 00:00:00.0000000,"USD","GBP",0.6334,0.6343,2011-11-03 00:00:00.0000000
2038,2011-11-03 00:00:00.0000000,"USD","JPY",104.7860,104.8100,2011-11-03 00:00:00.0000000
2039,2011-11-03 00:00:00.0000000,"USD","MXN",9.4001,9.4100,2011-11-03 00:00:00.0000000
2040,2011-11-03 00:00:00.0000000,"USD","SAR",3.7507,3.7602,2011-11-03 00:00:00.0000000
2041,2011-11-03 00:00:00.0000000,"USD","VEB",672.7500,672.8099,2011-11-03 00:00:00.0000000
2042,2011-11-04 00:00:00.0000000,"USD","ARS",0.9990,0.9990,2011-11-04 00:00:00.0000000
2043,2011-11-04 00:00:00.0000000,"USD","AUD",1.6805,1.6797,2011-11-04 00:00:00.0000000
2044,2011-11-04 00:00:00.0000000,"USD","BRL",1.7760,1.7689,2011-11-04 00:00:00.0000000
2045,2011-11-04 00:00:00.0000000,"USD","CAD",1.4746,1.4733,2011-11-04 00:00:00.0000000
2046,2011-11-04 00:00:00.0000000,"USD","CNY",8.2800,8.2796,2011-11-04 00:00:00.0000000
2047,2011-11-04 00:00:00.0000000,"USD","DEM",2.0792,2.0785,2011-11-04 00:00:00.0000000
2048,2011-11-04 00:00:00.0000000,"USD","EUR",1.0630,1.0625,2011-11-04 00:00:00.0000000
2049,2011-11-04 00:00:00.0000000,"USD","FRF",6.9734,6.9728,2011-11-04 00:00:00.0000000
2050,2011-11-04 00:00:00.0000000,"USD","GBP",0.6321,0.6321,2011-11-04 00:00:00.0000000
2051,2011-11-04 00:00:00.0000000,"USD","JPY",104.8710,104.8020,2011-11-04 00:00:00.0000000
2052,2011-11-04 00:00:00.0000000,"USD","MXN",9.4309,9.4309,2011-11-04 00:00:00.0000000
2053,2011-11-04 00:00:00.0000000,"USD","SAR",3.7507,3.7418,2011-11-04 00:00:00.0000000
2054,2011-11-04 00:00:00.0000000,"USD","VEB",672.7500,672.7200,2011-11-04 00:00:00.0000000
2055,2011-11-05 00:00:00.0000000,"USD","ARS",0.9990,0.9995,2011-11-05 00:00:00.0000000
2056,2011-11-05 00:00:00.0000000,"USD","AUD",1.6899,1.6904,2011-11-05 00:00:00.0000000
2057,2011-11-05 00:00:00.0000000,"USD","BRL",1.7840,1.7880,2011-11-05 00:00:00.0000000
2058,2011-11-05 00:00:00.0000000,"USD","CAD",1.4753,1.4843,2011-11-05 00:00:00.0000000
2059,2011-11-05 00:00:00.0000000,"USD","CNY",8.2798,8.2802,2011-11-05 00:00:00.0000000
2060,2011-11-05 00:00:00.0000000,"USD","DEM",2.0842,2.0850,2011-11-05 00:00:00.0000000
2061,2011-11-05 00:00:00.0000000,"USD","EUR",1.0657,1.0661,2011-11-05 00:00:00.0000000
2062,2011-11-05 00:00:00.0000000,"USD","FRF",6.9904,6.9909,2011-11-05 00:00:00.0000000
2063,2011-11-05 00:00:00.0000000,"USD","GBP",0.6331,0.6339,2011-11-05 00:00:00.0000000
2064,2011-11-05 00:00:00.0000000,"USD","JPY",105.7620,105.8060,2011-11-05 00:00:00.0000000
2065,2011-11-05 00:00:00.0000000,"USD","MXN",9.3970,9.3970,2011-11-05 00:00:00.0000000
2066,2011-11-05 00:00:00.0000000,"USD","SAR",3.7507,3.7524,2011-11-05 00:00:00.0000000
2067,2011-11-05 00:00:00.0000000,"USD","VEB",672.7500,672.8300,2011-11-05 00:00:00.0000000
2068,2011-11-06 00:00:00.0000000,"USD","ARS",0.9990,0.9985,2011-11-06 00:00:00.0000000
2069,2011-11-06 00:00:00.0000000,"USD","AUD",1.6879,1.6875,2011-11-06 00:00:00.0000000
2070,2011-11-06 00:00:00.0000000,"USD","BRL",1.7789,1.7700,2011-11-06 00:00:00.0000000
2071,2011-11-06 00:00:00.0000000,"USD","CAD",1.4744,1.4709,2011-11-06 00:00:00.0000000
2072,2011-11-06 00:00:00.0000000,"USD","CNY",8.2792,8.2791,2011-11-06 00:00:00.0000000
2073,2011-11-06 00:00:00.0000000,"USD","DEM",2.0848,2.0842,2011-11-06 00:00:00.0000000
2074,2011-11-06 00:00:00.0000000,"USD","EUR",1.0659,1.0652,2011-11-06 00:00:00.0000000
2075,2011-11-06 00:00:00.0000000,"USD","FRF",6.9920,6.9912,2011-11-06 00:00:00.0000000
2076,2011-11-06 00:00:00.0000000,"USD","GBP",0.6340,0.6338,2011-11-06 00:00:00.0000000
2077,2011-11-06 00:00:00.0000000,"USD","JPY",105.8710,105.7990,2011-11-06 00:00:00.0000000
2078,2011-11-06 00:00:00.0000000,"USD","MXN",9.4100,9.4090,2011-11-06 00:00:00.0000000
2079,2011-11-06 00:00:00.0000000,"USD","SAR",3.7507,3.7505,2011-11-06 00:00:00.0000000
2080,2011-11-06 00:00:00.0000000,"USD","VEB",672.7500,672.7000,2011-11-06 00:00:00.0000000
2081,2011-11-07 00:00:00.0000000,"USD","ARS",0.9996,1.0003,2011-11-07 00:00:00.0000000
2082,2011-11-07 00:00:00.0000000,"USD","AUD",1.6862,1.6872,2011-11-07 00:00:00.0000000
2083,2011-11-07 00:00:00.0000000,"USD","BRL",1.7834,1.7929,2011-11-07 00:00:00.0000000
2084,2011-11-07 00:00:00.0000000,"USD","CAD",1.4740,1.4751,2011-11-07 00:00:00.0000000
2085,2011-11-07 00:00:00.0000000,"USD","CNY",8.2792,8.2802,2011-11-07 00:00:00.0000000
2086,2011-11-07 00:00:00.0000000,"USD","DEM",2.0827,2.0832,2011-11-07 00:00:00.0000000
2087,2011-11-07 00:00:00.0000000,"USD","EUR",1.0649,1.0656,2011-11-07 00:00:00.0000000
2088,2011-11-07 00:00:00.0000000,"USD","FRF",6.9851,6.9859,2011-11-07 00:00:00.0000000
2089,2011-11-07 00:00:00.0000000,"USD","GBP",0.6332,0.6340,2011-11-07 00:00:00.0000000
2090,2011-11-07 00:00:00.0000000,"USD","JPY",105.7159,105.7690,2011-11-07 00:00:00.0000000
2091,2011-11-07 00:00:00.0000000,"USD","MXN",9.4273,9.4320,2011-11-07 00:00:00.0000000
2092,2011-11-07 00:00:00.0000000,"USD","SAR",3.7507,3.7545,2011-11-07 00:00:00.0000000
2093,2011-11-07 00:00:00.0000000,"USD","VEB",672.9260,672.9500,2011-11-07 00:00:00.0000000
2094,2011-11-08 00:00:00.0000000,"USD","ARS",0.9997,0.9992,2011-11-08 00:00:00.0000000
2095,2011-11-08 00:00:00.0000000,"USD","AUD",1.6847,1.6842,2011-11-08 00:00:00.0000000
2096,2011-11-08 00:00:00.0000000,"USD","BRL",1.7882,1.7820,2011-11-08 00:00:00.0000000
2097,2011-11-08 00:00:00.0000000,"USD","CAD",1.4752,1.4748,2011-11-08 00:00:00.0000000
2098,2011-11-08 00:00:00.0000000,"USD","CNY",8.2792,8.2783,2011-11-08 00:00:00.0000000
2099,2011-11-08 00:00:00.0000000,"USD","DEM",2.0804,2.0794,2011-11-08 00:00:00.0000000
2100,2011-11-08 00:00:00.0000000,"USD","EUR",1.0637,1.0632,2011-11-08 00:00:00.0000000
2101,2011-11-08 00:00:00.0000000,"USD","FRF",6.9774,6.9772,2011-11-08 00:00:00.0000000
2102,2011-11-08 00:00:00.0000000,"USD","GBP",0.6332,0.6326,2011-11-08 00:00:00.0000000
2103,2011-11-08 00:00:00.0000000,"USD","JPY",105.4620,105.4080,2011-11-08 00:00:00.0000000
2104,2011-11-08 00:00:00.0000000,"USD","MXN",9.4459,9.4399,2011-11-08 00:00:00.0000000
2105,2011-11-08 00:00:00.0000000,"USD","SAR",3.7507,3.7450,2011-11-08 00:00:00.0000000
2106,2011-11-08 00:00:00.0000000,"USD","VEB",673.1169,673.0499,2011-11-08 00:00:00.0000000
2107,2011-11-09 00:00:00.0000000,"USD","ARS",0.9998,1.0006,2011-11-09 00:00:00.0000000
2108,2011-11-09 00:00:00.0000000,"USD","AUD",1.6819,1.6827,2011-11-09 00:00:00.0000000
