PurchaseOrderID,RevisionNumber,Status,EmployeeID,VendorID,ShipMethodID,OrderDate,ShipDate,SubTotal,TaxAmt,Freight,TotalDue,ModifiedDate
1169,4,4,255,1650,5,2013-11-13 00:00:00.0000000,2013-11-22 00:00:00.0000000,171.0765,13.6861,4.2769,189.0395,2013-11-22 00:00:00.0000000
1170,4,4,256,1654,4,2013-11-13 00:00:00.0000000,2013-11-22 00:00:00.0000000,20397.3000,1631.7840,509.9325,22539.0165,2013-11-22 00:00:00.0000000
1171,4,4,259,1664,3,2013-11-13 00:00:00.0000000,2013-11-22 00:00:00.0000000,14628.0750,1170.2460,365.7019,16164.0229,2013-11-22 00:00:00.0000000
1172,4,4,260,1678,3,2013-11-13 00:00:00.0000000,2013-11-22 00:00:00.0000000,33350.6250,2668.0500,833.7656,36852.4406,2013-11-22 00:00:00.0000000
1173,4,4,258,1616,4,2013-11-13 00:00:00.0000000,2013-11-22 00:00:00.0000000,339.2550,27.1404,8.4814,374.8768,2013-11-22 00:00:00.0000000
1174,4,4,254,1492,5,2013-11-13 00:00:00.0000000,2013-11-22 00:00:00.0000000,278.8380,22.3070,6.9710,308.1160,2013-11-22 00:00:00.0000000
1175,4,4,257,1602,5,2013-11-13 00:00:00.0000000,2013-11-22 00:00:00.0000000,1796.0355,143.6828,44.9009,1984.6192,2013-11-22 00:00:00.0000000
1176,4,4,261,1540,4,2013-11-13 00:00:00.0000000,2013-11-22 00:00:00.0000000,484.4070,38.7526,12.1102,535.2698,2013-11-22 00:00:00.0000000
1177,4,4,251,1628,5,2013-11-15 00:00:00.0000000,2013-11-24 00:00:00.0000000,34644.2250,2771.5380,866.1056,38281.8686,2013-11-24 00:00:00.0000000
1178,4,4,253,1604,4,2013-11-15 00:00:00.0000000,2013-11-24 00:00:00.0000000,1839.5055,147.1604,45.9876,2032.6535,2013-11-24 00:00:00.0000000
1179,4,4,255,1690,5,2013-11-15 00:00:00.0000000,2013-11-24 00:00:00.0000000,146.2860,11.7029,3.6572,161.6461,2013-11-24 00:00:00.0000000
1180,4,4,256,1566,5,2013-11-15 00:00:00.0000000,2013-11-24 00:00:00.0000000,102.5640,8.2051,2.5641,113.3332,2013-11-24 00:00:00.0000000
1181,4,4,259,1698,5,2013-11-15 00:00:00.0000000,2013-11-24 00:00:00.0000000,150.7905,12.0632,3.7698,166.6235,2013-11-24 00:00:00.0000000
1182,4,4,260,1560,5,2013-11-15 00:00:00.0000000,2013-11-24 00:00:00.0000000,13669.4250,1093.5540,341.7356,15104.7146,2013-11-24 00:00:00.0000000
1183,4,4,258,1692,5,2013-11-15 00:00:00.0000000,2013-11-24 00:00:00.0000000,9948.3300,795.8664,248.7083,10992.9047,2013-11-24 00:00:00.0000000
1184,4,4,254,1696,2,2013-11-15 00:00:00.0000000,2013-11-24 00:00:00.0000000,28343.7000,2267.4960,708.5925,31319.7885,2013-11-24 00:00:00.0000000
1185,4,4,257,1504,1,2013-11-15 00:00:00.0000000,2013-11-24 00:00:00.0000000,551.8800,44.1504,13.7970,609.8274,2013-11-24 00:00:00.0000000
1186,4,4,261,1544,1,2013-11-15 00:00:00.0000000,2013-11-24 00:00:00.0000000,6987.7500,559.0200,174.6938,7721.4638,2013-11-24 00:00:00.0000000
1187,4,4,251,1530,2,2013-11-15 00:00:00.0000000,2013-11-24 00:00:00.0000000,28072.2750,2245.7820,701.8069,31019.8639,2013-11-24 00:00:00.0000000
1188,4,4,253,1508,1,2013-11-15 00:00:00.0000000,2013-11-24 00:00:00.0000000,37312.2750,2984.9820,932.8069,41230.0639,2013-11-24 00:00:00.0000000
1189,4,4,252,1694,1,2013-11-18 00:00:00.0000000,2013-11-27 00:00:00.0000000,7623.0000,609.8400,190.5750,8423.4150,2013-11-27 00:00:00.0000000
1190,4,4,256,1624,2,2013-11-18 00:00:00.0000000,2013-11-27 00:00:00.0000000,28297.5000,2263.8000,707.4375,31268.7375,2013-11-27 00:00:00.0000000
1191,4,4,259,1548,2,2013-11-18 00:00:00.0000000,2013-11-27 00:00:00.0000000,59.9445,4.7956,1.4986,66.2387,2013-11-27 00:00:00.0000000
1192,4,4,260,1598,4,2013-11-18 00:00:00.0000000,2013-11-27 00:00:00.0000000,117.4320,9.3946,2.9358,129.7624,2013-11-27 00:00:00.0000000
1193,4,4,258,1658,5,2013-11-18 00:00:00.0000000,2013-11-27 00:00:00.0000000,43878.4500,3510.2760,1096.9613,48485.6873,2013-11-27 00:00:00.0000000
1194,5,4,254,1536,4,2013-11-18 00:00:00.0000000,2013-11-27 00:00:00.0000000,247.2435,19.7795,6.1811,273.2041,2013-11-27 00:00:00.0000000
1195,4,4,257,1568,2,2013-11-18 00:00:00.0000000,2013-11-27 00:00:00.0000000,49376.2500,3950.1000,1234.4063,54560.7563,2013-11-27 00:00:00.0000000
1196,4,4,261,1648,5,2013-11-18 00:00:00.0000000,2013-11-27 00:00:00.0000000,142.4115,11.3929,3.5603,157.3647,2013-11-27 00:00:00.0000000
1197,4,4,251,1646,2,2013-11-18 00:00:00.0000000,2013-11-27 00:00:00.0000000,48030.6750,3842.4540,1200.7669,53073.8959,2013-11-27 00:00:00.0000000
1198,4,4,253,1672,4,2013-11-18 00:00:00.0000000,2013-11-27 00:00:00.0000000,51113.7480,4089.0998,1277.8437,56480.6915,2013-11-27 00:00:00.0000000
1199,4,4,255,1600,1,2013-11-18 00:00:00.0000000,2013-11-27 00:00:00.0000000,1276.2750,102.1020,31.9069,1410.2839,2013-11-27 00:00:00.0000000
1200,4,4,252,1522,1,2013-11-18 00:00:00.0000000,2013-11-27 00:00:00.0000000,2003.9250,160.3140,50.0981,2214.3371,2013-11-27 00:00:00.0000000
1201,4,4,259,1570,4,2013-11-19 00:00:00.0000000,2013-11-28 00:00:00.0000000,22516.7250,1801.3380,562.9181,24880.9811,2013-11-28 00:00:00.0000000
1202,4,4,260,1516,1,2013-11-19 00:00:00.0000000,2013-11-28 00:00:00.0000000,454.8600,36.3888,11.3715,502.6203,2013-11-28 00:00:00.0000000
1203,4,4,258,1506,5,2013-11-19 00:00:00.0000000,2013-11-28 00:00:00.0000000,43878.4500,3510.2760,1096.9613,48485.6873,2013-11-28 00:00:00.0000000
1204,4,3,250,1626,2,2013-11-19 00:00:00.0000000,2013-11-28 00:00:00.0000000,7132.1250,570.5700,178.3031,7880.9981,2013-11-28 00:00:00.0000000
1205,4,4,257,1542,2,2013-11-20 00:00:00.0000000,2013-11-29 00:00:00.0000000,28343.7000,2267.4960,708.5925,31319.7885,2013-11-29 00:00:00.0000000
1206,4,4,261,1610,4,2013-11-20 00:00:00.0000000,2013-11-29 00:00:00.0000000,22516.7250,1801.3380,562.9181,24880.9811,2013-11-29 00:00:00.0000000
1207,4,4,251,1638,5,2013-11-20 00:00:00.0000000,2013-11-29 00:00:00.0000000,34644.2250,2771.5380,866.1056,38281.8686,2013-11-29 00:00:00.0000000
1208,4,4,253,1582,4,2013-11-20 00:00:00.0000000,2013-11-29 00:00:00.0000000,625.0860,50.0069,15.6272,690.7201,2013-11-29 00:00:00.0000000
1209,4,4,255,1510,5,2013-11-20 00:00:00.0000000,2013-11-29 00:00:00.0000000,143.0415,11.4433,3.5760,158.0608,2013-11-29 00:00:00.0000000
1210,4,4,256,1526,2,2013-11-20 00:00:00.0000000,2013-11-29 00:00:00.0000000,28199.3250,2255.9460,704.9831,31160.2541,2013-11-29 00:00:00.0000000
1211,4,4,259,1644,1,2013-11-20 00:00:00.0000000,2013-11-29 00:00:00.0000000,3713.3250,297.0660,92.8331,4103.2241,2013-11-29 00:00:00.0000000
1212,4,4,260,1680,5,2013-11-20 00:00:00.0000000,2013-11-29 00:00:00.0000000,43878.4500,3510.2760,1096.9613,48485.6873,2013-11-29 00:00:00.0000000
1213,4,4,258,1584,5,2013-11-20 00:00:00.0000000,2013-11-29 00:00:00.0000000,9799.6500,783.9720,244.9913,10828.6133,2013-11-29 00:00:00.0000000
1214,4,4,254,1620,5,2013-11-20 00:00:00.0000000,2013-11-29 00:00:00.0000000,5711.4750,456.9180,142.7869,6311.1799,2013-11-29 00:00:00.0000000
1215,4,4,257,1666,4,2013-11-20 00:00:00.0000000,2013-11-29 00:00:00.0000000,1099.0350,87.9228,27.4759,1214.4337,2013-11-29 00:00:00.0000000
1216,4,4,261,1592,2,2013-11-20 00:00:00.0000000,2013-11-29 00:00:00.0000000,97.9650,7.8372,2.4491,108.2513,2013-11-29 00:00:00.0000000
1217,4,4,251,1618,4,2013-11-20 00:00:00.0000000,2013-11-29 00:00:00.0000000,114.4710,9.1577,2.8618,126.4905,2013-11-29 00:00:00.0000000
1218,5,4,253,1612,4,2013-11-20 00:00:00.0000000,2013-11-29 00:00:00.0000000,132.6465,10.6117,3.3162,146.5744,2013-11-29 00:00:00.0000000
1219,4,4,255,1586,5,2013-11-20 00:00:00.0000000,2013-11-29 00:00:00.0000000,43878.4500,3510.2760,1096.9613,48485.6873,2013-11-29 00:00:00.0000000
1220,4,4,256,1500,1,2013-11-20 00:00:00.0000000,2013-11-29 00:00:00.0000000,418.9500,33.5160,10.4738,462.9398,2013-11-29 00:00:00.0000000
1221,4,4,259,1656,4,2013-11-21 00:00:00.0000000,2013-11-30 00:00:00.0000000,513.1665,41.0533,12.8292,567.0490,2013-11-30 00:00:00.0000000
1222,4,4,250,1572,1,2013-11-21 00:00:00.0000000,2013-11-30 00:00:00.0000000,461.7900,36.9432,11.5448,510.2780,2013-11-30 00:00:00.0000000
1223,4,4,258,1562,4,2013-11-21 00:00:00.0000000,2013-11-30 00:00:00.0000000,364.4550,29.1564,9.1114,402.7228,2013-11-30 00:00:00.0000000
1224,4,4,254,1662,2,2013-11-21 00:00:00.0000000,2013-11-30 00:00:00.0000000,37.0755,2.9660,0.9269,40.9684,2013-11-30 00:00:00.0000000
1225,4,4,257,1682,4,2013-11-22 00:00:00.0000000,2013-12-01 00:00:00.0000000,21558.0750,1724.6460,538.9519,23821.6729,2013-12-01 00:00:00.0000000
1226,4,4,261,1686,4,2013-11-22 00:00:00.0000000,2013-12-01 00:00:00.0000000,507.0870,40.5670,12.6772,560.3312,2013-12-01 00:00:00.0000000
1227,4,4,251,1684,5,2013-11-22 00:00:00.0000000,2013-12-01 00:00:00.0000000,86220.7500,6897.6600,2155.5188,95273.9288,2013-12-01 00:00:00.0000000
1228,4,4,253,1534,4,2013-11-22 00:00:00.0000000,2013-12-01 00:00:00.0000000,111.5415,8.9233,2.7885,123.2533,2013-12-01 00:00:00.0000000
1229,4,4,255,1614,4,2013-11-22 00:00:00.0000000,2013-12-01 00:00:00.0000000,390.6000,31.2480,9.7650,431.6130,2013-12-01 00:00:00.0000000
1230,4,4,256,1588,5,2013-11-22 00:00:00.0000000,2013-12-01 00:00:00.0000000,40471.2000,3237.6960,1011.7800,44720.6760,2013-12-01 00:00:00.0000000
1231,4,4,259,1622,4,2013-11-22 00:00:00.0000000,2013-12-01 00:00:00.0000000,136.3320,10.9066,3.4083,150.6469,2013-12-01 00:00:00.0000000
1232,4,4,260,1632,5,2013-11-22 00:00:00.0000000,2013-12-01 00:00:00.0000000,38421.0750,3073.6860,960.5269,42455.2879,2013-12-01 00:00:00.0000000
1233,4,4,250,1608,5,2013-11-22 00:00:00.0000000,2013-12-01 00:00:00.0000000,5948.2500,475.8600,148.7063,6572.8163,2013-12-01 00:00:00.0000000
1234,4,4,254,1576,5,2013-11-22 00:00:00.0000000,2013-12-01 00:00:00.0000000,91117.9500,7289.4360,2277.9488,100685.3348,2013-12-01 00:00:00.0000000
1235,4,4,257,1590,1,2013-11-22 00:00:00.0000000,2013-12-01 00:00:00.0000000,525.0000,42.0000,13.1250,580.1250,2013-12-01 00:00:00.0000000
1236,4,4,261,1514,5,2013-11-22 00:00:00.0000000,2013-12-01 00:00:00.0000000,2003.6835,160.2947,50.0921,2214.0703,2013-12-01 00:00:00.0000000
1237,4,4,251,1498,4,2013-11-22 00:00:00.0000000,2013-12-01 00:00:00.0000000,26455.2750,2116.4220,661.3819,29233.0789,2013-12-01 00:00:00.0000000
1238,4,4,253,1674,2,2013-11-22 00:00:00.0000000,2013-12-01 00:00:00.0000000,944.3700,75.5496,23.6093,1043.5289,2013-12-01 00:00:00.0000000
1239,4,4,255,1652,1,2013-11-22 00:00:00.0000000,2013-12-01 00:00:00.0000000,3401.4750,272.1180,85.0369,3758.6299,2013-12-01 00:00:00.0000000
1240,4,4,256,1578,3,2013-11-22 00:00:00.0000000,2013-12-01 00:00:00.0000000,62843.5500,5027.4840,1571.0888,69442.1228,2013-12-01 00:00:00.0000000
1241,4,4,259,1538,5,2013-11-25 00:00:00.0000000,2013-12-04 00:00:00.0000000,37843.5750,3027.4860,946.0894,41817.1504,2013-12-04 00:00:00.0000000
1242,4,4,260,1556,4,2013-11-25 00:00:00.0000000,2013-12-04 00:00:00.0000000,25531.2750,2042.5020,638.2819,28212.0589,2013-12-04 00:00:00.0000000
1243,4,4,258,1554,5,2013-11-25 00:00:00.0000000,2013-12-04 00:00:00.0000000,415.3275,33.2262,10.3832,458.9369,2013-12-04 00:00:00.0000000
1244,4,4,254,1688,4,2013-11-25 00:00:00.0000000,2013-12-04 00:00:00.0000000,125.7480,10.0598,3.1437,138.9515,2013-12-04 00:00:00.0000000
1245,6,4,257,1580,5,2013-11-25 00:00:00.0000000,2013-12-04 00:00:00.0000000,150.7905,12.0632,3.7698,166.6235,2013-12-04 00:00:00.0000000
1246,4,4,261,1496,4,2013-11-25 00:00:00.0000000,2013-12-04 00:00:00.0000000,347.4450,27.7956,8.6861,383.9267,2013-12-04 00:00:00.0000000
1247,4,4,251,1494,2,2013-11-25 00:00:00.0000000,2013-12-04 00:00:00.0000000,8847.3000,707.7840,221.1825,9776.2665,2013-12-04 00:00:00.0000000
1248,4,4,253,1650,5,2013-11-25 00:00:00.0000000,2013-12-04 00:00:00.0000000,171.0765,13.6861,4.2769,189.0395,2013-12-04 00:00:00.0000000
1249,4,4,255,1654,4,2013-11-25 00:00:00.0000000,2013-12-04 00:00:00.0000000,20397.3000,1631.7840,509.9325,22539.0165,2013-12-04 00:00:00.0000000
1250,5,4,256,1664,3,2013-11-25 00:00:00.0000000,2013-12-04 00:00:00.0000000,14628.0750,1170.2460,365.7019,16164.0229,2013-12-04 00:00:00.0000000
1251,4,4,252,1678,4,2013-11-25 00:00:00.0000000,2013-12-04 00:00:00.0000000,25334.9250,2026.7940,633.3731,27995.0921,2013-12-04 00:00:00.0000000
1252,4,4,260,1616,4,2013-11-25 00:00:00.0000000,2013-12-04 00:00:00.0000000,260.1585,20.8127,6.5040,287.4752,2013-12-04 00:00:00.0000000
1253,4,4,258,1492,5,2013-11-25 00:00:00.0000000,2013-12-04 00:00:00.0000000,415.3275,33.2262,10.3832,458.9369,2013-12-04 00:00:00.0000000
1254,4,4,254,1602,5,2013-11-25 00:00:00.0000000,2013-12-04 00:00:00.0000000,270.8055,21.6644,6.7701,299.2400,2013-12-04 00:00:00.0000000
1255,4,4,257,1540,4,2013-11-25 00:00:00.0000000,2013-12-04 00:00:00.0000000,3052.5075,244.2006,76.3127,3373.0208,2013-12-04 00:00:00.0000000
1256,4,4,261,1628,5,2013-11-25 00:00:00.0000000,2013-12-04 00:00:00.0000000,34644.2250,2771.5380,866.1056,38281.8686,2013-12-04 00:00:00.0000000
1257,4,4,250,1604,4,2013-11-26 00:00:00.0000000,2013-12-05 00:00:00.0000000,1839.5055,147.1604,45.9876,2032.6535,2013-12-05 00:00:00.0000000
1258,4,4,253,1690,5,2013-11-26 00:00:00.0000000,2013-12-05 00:00:00.0000000,146.2860,11.7029,3.6572,161.6461,2013-12-05 00:00:00.0000000
1259,4,4,255,1566,5,2013-11-26 00:00:00.0000000,2013-12-05 00:00:00.0000000,102.5640,8.2051,2.5641,113.3332,2013-12-05 00:00:00.0000000
1260,4,4,256,1698,5,2013-11-26 00:00:00.0000000,2013-12-05 00:00:00.0000000,150.7905,12.0632,3.7698,166.6235,2013-12-05 00:00:00.0000000
1261,4,4,259,1560,5,2013-11-26 00:00:00.0000000,2013-12-05 00:00:00.0000000,13669.4250,1093.5540,341.7356,15104.7146,2013-12-05 00:00:00.0000000
1262,4,4,260,1692,5,2013-11-26 00:00:00.0000000,2013-12-05 00:00:00.0000000,6444.9000,515.5920,161.1225,7121.6145,2013-12-05 00:00:00.0000000
1263,4,4,258,1696,4,2013-11-26 00:00:00.0000000,2013-12-05 00:00:00.0000000,50860.4250,4068.8340,1271.5106,56200.7696,2013-12-05 00:00:00.0000000
1264,4,4,254,1504,1,2013-11-26 00:00:00.0000000,2013-12-05 00:00:00.0000000,551.8800,44.1504,13.7970,609.8274,2013-12-05 00:00:00.0000000
1265,4,4,252,1544,1,2013-11-27 00:00:00.0000000,2013-12-06 00:00:00.0000000,6987.7500,559.0200,174.6938,7721.4638,2013-12-06 00:00:00.0000000
1266,4,4,261,1530,2,2013-11-27 00:00:00.0000000,2013-12-06 00:00:00.0000000,28072.2750,2245.7820,701.8069,31019.8639,2013-12-06 00:00:00.0000000
1267,4,4,251,1508,1,2013-11-27 00:00:00.0000000,2013-12-06 00:00:00.0000000,37312.2750,2984.9820,932.8069,41230.0639,2013-12-06 00:00:00.0000000
1268,4,4,253,1694,1,2013-11-27 00:00:00.0000000,2013-12-06 00:00:00.0000000,7623.0000,609.8400,190.5750,8423.4150,2013-12-06 00:00:00.0000000
1269,4,4,255,1624,2,2013-11-27 00:00:00.0000000,2013-12-06 00:00:00.0000000,28297.5000,2263.8000,707.4375,31268.7375,2013-12-06 00:00:00.0000000
1270,4,4,256,1548,2,2013-11-27 00:00:00.0000000,2013-12-06 00:00:00.0000000,59.9445,4.7956,1.4986,66.2387,2013-12-06 00:00:00.0000000
1271,4,4,259,1598,4,2013-11-27 00:00:00.0000000,2013-12-06 00:00:00.0000000,487.9665,39.0373,12.1992,539.2030,2013-12-06 00:00:00.0000000
1272,4,4,260,1658,5,2013-11-27 00:00:00.0000000,2013-12-06 00:00:00.0000000,43878.4500,3510.2760,1096.9613,48485.6873,2013-12-06 00:00:00.0000000
1273,4,4,258,1536,4,2013-11-27 00:00:00.0000000,2013-12-06 00:00:00.0000000,345.5550,27.6444,8.6389,381.8383,2013-12-06 00:00:00.0000000
1274,4,4,254,1568,2,2013-11-27 00:00:00.0000000,2013-12-06 00:00:00.0000000,15153.6000,1212.2880,378.8400,16744.7280,2013-12-06 00:00:00.0000000
1275,4,4,257,1648,5,2013-11-27 00:00:00.0000000,2013-12-06 00:00:00.0000000,142.4115,11.3929,3.5603,157.3647,2013-12-06 00:00:00.0000000
1276,4,4,261,1646,2,2013-11-27 00:00:00.0000000,2013-12-06 00:00:00.0000000,48030.6750,3842.4540,1200.7669,53073.8959,2013-12-06 00:00:00.0000000
1277,4,4,251,1672,4,2013-11-27 00:00:00.0000000,2013-12-06 00:00:00.0000000,823.4100,65.8728,20.5853,909.8681,2013-12-06 00:00:00.0000000
1278,4,4,253,1600,1,2013-11-27 00:00:00.0000000,2013-12-06 00:00:00.0000000,1276.2750,102.1020,31.9069,1410.2839,2013-12-06 00:00:00.0000000
1279,4,4,255,1522,1,2013-11-27 00:00:00.0000000,2013-12-06 00:00:00.0000000,2003.9250,160.3140,50.0981,2214.3371,2013-12-06 00:00:00.0000000
1280,5,4,256,1570,2,2013-11-27 00:00:00.0000000,2013-12-06 00:00:00.0000000,50860.4250,4068.8340,1271.5106,56200.7696,2013-12-06 00:00:00.0000000
1281,4,4,259,1516,1,2013-11-28 00:00:00.0000000,2013-12-07 00:00:00.0000000,454.8600,36.3888,11.3715,502.6203,2013-12-07 00:00:00.0000000
1282,4,4,260,1506,5,2013-11-28 00:00:00.0000000,2013-12-07 00:00:00.0000000,43878.4500,3510.2760,1096.9613,48485.6873,2013-12-07 00:00:00.0000000
1283,4,4,258,1626,2,2013-11-28 00:00:00.0000000,2013-12-07 00:00:00.0000000,7132.1250,570.5700,178.3031,7880.9981,2013-12-07 00:00:00.0000000
1284,4,4,254,1542,2,2013-11-28 00:00:00.0000000,2013-12-07 00:00:00.0000000,28343.7000,2267.4960,708.5925,31319.7885,2013-12-07 00:00:00.0000000
1285,4,4,257,1610,4,2013-11-28 00:00:00.0000000,2013-12-07 00:00:00.0000000,22516.7250,1801.3380,562.9181,24880.9811,2013-12-07 00:00:00.0000000
1286,4,4,261,1638,5,2013-11-28 00:00:00.0000000,2013-12-07 00:00:00.0000000,34644.2250,2771.5380,866.1056,38281.8686,2013-12-07 00:00:00.0000000
1287,4,4,251,1582,5,2013-11-28 00:00:00.0000000,2013-12-07 00:00:00.0000000,836.9550,66.9564,20.9239,924.8353,2013-12-07 00:00:00.0000000
1288,4,4,253,1510,5,2013-11-28 00:00:00.0000000,2013-12-07 00:00:00.0000000,143.0415,11.4433,3.5760,158.0608,2013-12-07 00:00:00.0000000
1289,4,4,252,1526,2,2013-11-28 00:00:00.0000000,2013-12-07 00:00:00.0000000,28199.3250,2255.9460,704.9831,31160.2541,2013-12-07 00:00:00.0000000
1290,4,4,256,1644,1,2013-11-28 00:00:00.0000000,2013-12-07 00:00:00.0000000,3713.3250,297.0660,92.8331,4103.2241,2013-12-07 00:00:00.0000000
1291,4,4,259,1680,4,2013-11-28 00:00:00.0000000,2013-12-07 00:00:00.0000000,19952.6250,1596.2100,498.8156,22047.6506,2013-12-07 00:00:00.0000000
1292,4,4,260,1584,5,2013-11-28 00:00:00.0000000,2013-12-07 00:00:00.0000000,6540.6600,523.2528,163.5165,7227.4293,2013-12-07 00:00:00.0000000
1293,4,4,258,1620,5,2013-11-28 00:00:00.0000000,2013-12-07 00:00:00.0000000,5711.4750,456.9180,142.7869,6311.1799,2013-12-07 00:00:00.0000000
1294,4,4,254,1666,5,2013-11-28 00:00:00.0000000,2013-12-07 00:00:00.0000000,279.7830,22.3826,6.9946,309.1602,2013-12-07 00:00:00.0000000
1295,4,4,257,1592,2,2013-11-28 00:00:00.0000000,2013-12-07 00:00:00.0000000,97.9650,7.8372,2.4491,108.2513,2013-12-07 00:00:00.0000000
1296,4,4,261,1618,4,2013-11-28 00:00:00.0000000,2013-12-07 00:00:00.0000000,114.4710,9.1577,2.8618,126.4905,2013-12-07 00:00:00.0000000
1297,4,4,251,1612,4,2013-11-29 00:00:00.0000000,2013-12-08 00:00:00.0000000,132.6465,10.6117,3.3162,146.5744,2013-12-08 00:00:00.0000000
1298,4,4,253,1586,5,2013-11-29 00:00:00.0000000,2013-12-08 00:00:00.0000000,43878.4500,3510.2760,1096.9613,48485.6873,2013-12-08 00:00:00.0000000
1299,4,4,255,1500,1,2013-11-29 00:00:00.0000000,2013-12-08 00:00:00.0000000,418.9500,33.5160,10.4738,462.9398,2013-12-08 00:00:00.0000000
1300,4,4,252,1656,4,2013-11-29 00:00:00.0000000,2013-12-08 00:00:00.0000000,396.9945,31.7596,9.9249,438.6790,2013-12-08 00:00:00.0000000
1301,4,4,259,1572,1,2013-11-29 00:00:00.0000000,2013-12-08 00:00:00.0000000,461.7900,36.9432,11.5448,510.2780,2013-12-08 00:00:00.0000000
1302,4,4,260,1562,4,2013-11-29 00:00:00.0000000,2013-12-08 00:00:00.0000000,234.6435,18.7715,5.8661,259.2811,2013-12-08 00:00:00.0000000
1303,4,4,258,1662,2,2013-11-29 00:00:00.0000000,2013-12-08 00:00:00.0000000,37.0755,2.9660,0.9269,40.9684,2013-12-08 00:00:00.0000000
1304,4,3,250,1682,4,2013-11-29 00:00:00.0000000,2013-12-08 00:00:00.0000000,21558.0750,1724.6460,538.9519,23821.6729,2013-12-08 00:00:00.0000000
1305,6,4,257,1686,4,2013-11-29 00:00:00.0000000,2013-12-08 00:00:00.0000000,1913.3100,153.0648,47.8328,2114.2076,2013-12-08 00:00:00.0000000
1306,4,4,261,1684,5,2013-11-29 00:00:00.0000000,2013-12-08 00:00:00.0000000,86220.7500,6897.6600,2155.5188,95273.9288,2013-12-08 00:00:00.0000000
1307,4,4,251,1534,5,2013-11-29 00:00:00.0000000,2013-12-08 00:00:00.0000000,839.7900,67.1832,20.9948,927.9680,2013-12-08 00:00:00.0000000
1308,4,4,253,1614,5,2013-11-29 00:00:00.0000000,2013-12-08 00:00:00.0000000,694.9530,55.5962,17.3738,767.9230,2013-12-08 00:00:00.0000000
1309,4,4,255,1588,5,2013-11-29 00:00:00.0000000,2013-12-08 00:00:00.0000000,40471.2000,3237.6960,1011.7800,44720.6760,2013-12-08 00:00:00.0000000
1310,4,4,256,1622,5,2013-11-29 00:00:00.0000000,2013-12-08 00:00:00.0000000,427.4550,34.1964,10.6864,472.3378,2013-12-08 00:00:00.0000000
1311,4,4,259,1632,4,2013-11-29 00:00:00.0000000,2013-12-08 00:00:00.0000000,23671.7250,1893.7380,591.7931,26157.2561,2013-12-08 00:00:00.0000000
1312,4,4,260,1608,5,2013-11-29 00:00:00.0000000,2013-12-08 00:00:00.0000000,5948.2500,475.8600,148.7063,6572.8163,2013-12-08 00:00:00.0000000
1313,4,4,258,1576,5,2013-12-02 00:00:00.0000000,2013-12-11 00:00:00.0000000,91117.9500,7289.4360,2277.9488,100685.3348,2013-12-11 00:00:00.0000000
1314,5,4,254,1590,1,2013-12-02 00:00:00.0000000,2013-12-11 00:00:00.0000000,525.0000,42.0000,13.1250,580.1250,2013-12-11 00:00:00.0000000
1315,4,4,257,1514,5,2013-12-02 00:00:00.0000000,2013-12-11 00:00:00.0000000,2003.6835,160.2947,50.0921,2214.0703,2013-12-11 00:00:00.0000000
1316,4,4,261,1498,4,2013-12-02 00:00:00.0000000,2013-12-11 00:00:00.0000000,26455.2750,2116.4220,661.3819,29233.0789,2013-12-11 00:00:00.0000000
1317,4,4,251,1674,2,2013-12-02 00:00:00.0000000,2013-12-11 00:00:00.0000000,944.3700,75.5496,23.6093,1043.5289,2013-12-11 00:00:00.0000000
1318,4,4,253,1652,4,2013-12-02 00:00:00.0000000,2013-12-11 00:00:00.0000000,51588.0750,4127.0460,1289.7019,57004.8229,2013-12-11 00:00:00.0000000
1319,4,4,255,1578,3,2013-12-02 00:00:00.0000000,2013-12-11 00:00:00.0000000,62843.5500,5027.4840,1571.0888,69442.1228,2013-12-11 00:00:00.0000000
1320,4,4,256,1538,5,2013-12-02 00:00:00.0000000,2013-12-11 00:00:00.0000000,37843.5750,3027.4860,946.0894,41817.1504,2013-12-11 00:00:00.0000000
1321,4,4,259,1556,4,2013-12-03 00:00:00.0000000,2013-12-12 00:00:00.0000000,25531.2750,2042.5020,638.2819,28212.0589,2013-12-12 00:00:00.0000000
1322,4,4,250,1554,5,2013-12-03 00:00:00.0000000,2013-12-12 00:00:00.0000000,272.7585,21.8207,6.8190,301.3982,2013-12-12 00:00:00.0000000
1323,4,4,258,1688,4,2013-12-03 00:00:00.0000000,2013-12-12 00:00:00.0000000,125.7480,10.0598,3.1437,138.9515,2013-12-12 00:00:00.0000000
1324,4,4,254,1580,5,2013-12-03 00:00:00.0000000,2013-12-12 00:00:00.0000000,150.7905,12.0632,3.7698,166.6235,2013-12-12 00:00:00.0000000
1325,4,4,257,1496,5,2013-12-04 00:00:00.0000000,2013-12-13 00:00:00.0000000,2069.2665,165.5413,51.7317,2286.5395,2013-12-13 00:00:00.0000000
1326,4,4,261,1494,2,2013-12-04 00:00:00.0000000,2013-12-13 00:00:00.0000000,8847.3000,707.7840,221.1825,9776.2665,2013-12-13 00:00:00.0000000
1327,4,4,251,1650,5,2013-12-04 00:00:00.0000000,2013-12-13 00:00:00.0000000,171.0765,13.6861,4.2769,189.0395,2013-12-13 00:00:00.0000000
1328,4,4,253,1654,4,2013-12-04 00:00:00.0000000,2013-12-13 00:00:00.0000000,20397.3000,1631.7840,509.9325,22539.0165,2013-12-13 00:00:00.0000000
